set E:= "E0","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19","E20","E21","E22","E23","E24","E25","E26","E27","E28","E29","E30","E31","E32","E33","E34","E35","E36","E37","E38","E39";

set D:= "D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","D12","D13","D14","D15","D16","D17","D18","D19";

set T:= "L","Ma","Mi","J","V";

set G:= "G0","G1","G2","G3","G4";

set Z:= "Z0","Z1","Z2","Z3";

param EscZona: Z0 Z1 Z2 Z3 := 
       D0  1  0  0  0
       D1  1  0  0  0
       D2  1  0  0  0
       D3  1  0  0  0
       D4  1  0  0  0
       D5  0  1  0  0
       D6  0  1  0  0
       D7  0  1  0  0
       D8  0  1  0  0
       D9  0  1  0  0
       D10  0  0  1  0
       D11  0  0  1  0
       D12  0  0  1  0
       D13  0  0  1  0
       D14  0  0  1  0
       D15  0  0  0  1
       D16  0  0  0  1
       D17  0  0  0  1
       D18  0  0  0  1
       D19  0  0  0  1
;

param DispEsc: D0 D1 D2 D3 D4 D5 D6 D7 D8 D9 D10 D11 D12 D13 D14 D15 D16 D17 D18 D19 := 
       E0  0  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  1  1  1
       E1  1  1  1  1  0  1  0  1  1  1  1  1  1  1  0  0  0  1  1  1
       E2  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
       E3  1  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  1  1  0  1
       E4  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
       E5  0  1  1  0  1  1  1  1  1  0  0  1  0  1  0  0  1  1  1  0
       E6  1  0  0  1  1  1  0  1  1  1  0  0  0  0  0  1  0  1  1  1
       E7  1  1  1  0  1  1  0  1  0  1  1  0  0  1  0  1  0  1  1  0
       E8  0  0  1  0  0  0  1  0  0  0  0  0  0  1  1  1  0  0  1  0
       E9  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
       E10  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  1  0  1  0  0
       E11  0  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1
       E12  0  0  1  1  0  0  1  0  0  1  0  1  1  1  1  1  0  1  0  1
       E13  0  0  0  1  1  0  1  0  0  1  0  0  1  1  1  0  1  1  1  1
       E14  0  0  0  0  1  0  0  0  0  0  1  0  0  0  1  1  1  0  1  0
       E15  1  0  0  1  1  0  0  0  1  1  1  1  0  0  1  0  1  0  0  1
       E16  0  1  1  0  0  0  0  1  1  1  0  1  1  1  1  1  1  1  1  1
       E17  1  1  1  1  0  1  1  0  1  1  1  1  1  1  0  1  1  1  1  0
       E18  1  1  1  1  1  0  0  0  1  0  1  1  1  1  1  1  1  0  0  1
       E19  0  1  0  1  1  0  0  0  0  0  1  1  0  1  1  0  0  0  1  0
       E20  0  1  1  1  0  1  1  0  0  1  1  1  1  1  0  0  0  1  0  1
       E21  0  0  1  1  1  0  0  1  1  1  0  1  1  1  1  1  1  1  0  1
       E22  1  1  1  1  1  1  0  1  1  1  0  1  1  1  1  1  0  0  1  1
       E23  1  1  0  1  1  1  1  0  1  1  1  1  0  1  1  0  0  1  0  1
       E24  1  1  0  1  1  1  0  1  1  0  1  1  1  1  1  1  1  0  1  1
       E25  0  0  0  1  0  1  1  0  1  1  1  0  1  1  0  0  0  1  1  0
       E26  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  1  0  1  1
       E27  0  0  0  0  0  0  1  1  0  0  1  0  0  0  1  0  0  0  1  0
       E28  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1
       E29  1  0  1  1  0  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1
       E30  1  0  1  1  0  0  1  0  0  1  1  0  0  1  1  1  1  1  1  1
       E31  0  0  0  0  0  0  0  0  0  1  0  0  1  1  1  0  0  0  0  0
       E32  0  0  0  1  0  1  1  1  0  1  0  0  0  0  0  1  0  1  0  0
       E33  1  0  0  1  1  1  0  0  1  0  1  1  1  1  1  1  0  1  1  1
       E34  1  1  1  1  1  1  1  1  1  0  1  1  1  1  0  1  0  1  1  0
       E35  1  1  1  1  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1
       E36  0  0  0  1  1  1  0  0  1  0  1  1  1  0  1  1  1  0  0  0
       E37  0  0  1  1  1  1  1  1  1  0  1  0  0  1  1  0  1  0  1  0
       E38  1  1  1  1  1  1  0  0  0  0  1  0  1  0  1  0  0  0  1  0
       E39  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  0
;

param EmpGrupo: G0 G1 G2 G3 G4 := 
       E0  1  0  0  0  0
       E1  1  0  0  0  0
       E2  1  0  0  0  0
       E3  1  0  0  0  0
       E4  1  0  0  0  0
       E5  1  0  0  0  0
       E6  1  0  0  0  0
       E7  1  0  0  0  0
       E8  0  1  0  0  0
       E9  0  1  0  0  0
       E10  0  1  0  0  0
       E11  0  1  0  0  0
       E12  0  1  0  0  0
       E13  0  1  0  0  0
       E14  0  1  0  0  0
       E15  0  1  0  0  0
       E16  0  0  1  0  0
       E17  0  0  1  0  0
       E18  0  0  1  0  0
       E19  0  0  1  0  0
       E20  0  0  1  0  0
       E21  0  0  1  0  0
       E22  0  0  1  0  0
       E23  0  0  1  0  0
       E24  0  0  0  1  0
       E25  0  0  0  1  0
       E26  0  0  0  1  0
       E27  0  0  0  1  0
       E28  0  0  0  1  0
       E29  0  0  0  1  0
       E30  0  0  0  1  0
       E31  0  0  0  1  0
       E32  0  0  0  0  1
       E33  0  0  0  0  1
       E34  0  0  0  0  1
       E35  0  0  0  0  1
       E36  0  0  0  0  1
       E37  0  0  0  0  1
       E38  0  0  0  0  1
       E39  0  0  0  0  1
;

param Preferencia: L Ma Mi J V := 
       E0  0  0  0  1  1
       E1  1  1  0  0  0
       E2  1  1  1  1  0
       E3  0  0  1  1  0
       E4  1  0  0  0  1
       E5  0  1  0  1  0
       E6  1  1  1  1  1
       E7  0  1  1  0  1
       E8  0  1  1  0  0
       E9  0  0  1  0  0
       E10  0  1  0  1  0
       E11  0  0  1  0  0
       E12  0  1  0  1  0
       E13  1  0  0  0  1
       E14  1  0  1  1  0
       E15  0  1  1  0  0
       E16  1  1  1  1  0
       E17  1  1  0  1  1
       E18  0  0  1  1  0
       E19  0  1  1  0  1
       E20  0  1  0  1  0
       E21  1  1  1  0  1
       E22  0  1  0  1  0
       E23  1  0  0  1  0
       E24  1  0  1  0  1
       E25  1  1  0  0  1
       E26  0  1  0  0  1
       E27  0  0  1  0  1
       E28  1  0  0  1  0
       E29  1  0  0  0  1
       E30  1  1  1  0  0
       E31  0  0  1  0  1
       E32  0  0  1  0  1
       E33  0  0  0  1  0
       E34  0  1  0  1  0
       E35  0  0  0  0  1
       E36  1  0  0  1  0
       E37  0  0  1  0  1
       E38  0  1  0  1  0
       E39  1  0  1  0  1
;

param Boni := 5; 
param zonas_maximas_grupo := 2;
